 
       TEMPERATURES IN AVERAGE CHANNEL       
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.415  470.045  509.376  573.492  580.996  599.245
    0.453  470.050  510.217  573.826  581.268  599.377
    0.491  470.054  510.699  573.367  580.704  598.537
    0.529  470.059  510.772  572.013  579.192  596.600
    0.566  470.064  510.366  569.611  576.572  593.379
    0.604  470.068  509.567  566.397  573.094  589.174
    0.642  470.073  508.609  562.943  569.368  584.699
    0.680  470.077  507.462  559.180  565.317  579.865
    0.717  470.081  506.507  555.998  561.888  575.774
    0.755  470.085  506.715  555.639  561.464  575.186
    0.793  470.088  499.996  539.298  544.052  554.929
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    48.50   86.496  470.000  470.090  510.772  581.268
 
 ==================================================================
 
 
         TEMPERATURES IN HOT CHANNEL         
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  478.280  500.134  505.907  512.480
    0.076  470.007  506.989  584.470  604.077  629.072
    0.113  470.016  510.944  585.852  604.797  628.981
    0.151  470.024  515.733  591.742  610.913  635.560
    0.189  470.033  521.070  599.856  619.653  645.355
    0.227  470.042  526.355  608.157  628.635  655.486
    0.264  470.052  531.296  615.808  636.890  664.786
    0.302  470.061  535.879  622.747  644.350  673.169
    0.340  470.071  539.814  628.320  650.275  679.755
    0.378  470.081  543.025  632.396  654.527  684.381
    0.415  470.092  545.719  635.481  657.679  687.729
    0.453  470.102  547.338  636.389  658.403  688.231
    0.491  470.112  548.264  636.000  657.693  687.070
    0.529  470.122  548.405  634.143  655.360  684.027
    0.566  470.131  547.625  630.569  651.128  678.786
    0.604  470.140  546.090  625.652  645.416  671.849
    0.642  470.149  544.248  620.316  639.259  664.431
    0.680  470.158  542.044  614.448  632.527  656.381
    0.717  470.166  540.208  609.495  626.834  649.576
    0.755  470.174  540.607  609.101  626.245  648.719
    0.793  470.181  527.690  582.712  596.656  614.349
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    48.50   69.197  470.000  470.184  548.405  658.403
 
 ==================================================================
 
 
       TEMPERATURES IN AVERAGE CHANNEL       
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  474.315  489.957  491.944  496.095
    0.076  470.003  489.276  544.734  551.402  566.837
    0.113  470.008  491.337  544.953  551.399  566.321
    0.151  470.012  493.833  548.237  554.757  569.937
    0.189  470.016  496.614  553.005  559.733  575.528
    0.227  470.021  499.367  557.918  564.871  581.336
    0.264  470.025  501.942  562.432  569.585  586.655
    0.302  470.030  504.330  566.506  573.831  591.434
    0.340  470.035  506.381  569.729  577.169  595.148
    0.378  470.040  508.053  572.022  579.519  597.706
    0.415  470.045  509.457  573.705  581.224  599.514
    0.453  470.050  510.300  574.040  581.496  599.645
    0.491  470.055  510.783  573.581  580.931  598.804
    0.529  470.059  510.856  572.224  579.416  596.862
    0.566  470.064  510.449  569.817  576.790  593.635
    0.604  470.069  509.649  566.596  573.305  589.421
    0.642  470.073  508.688  563.135  569.571  584.936
    0.680  470.077  507.540  559.364  565.512  580.092
    0.717  470.081  506.582  556.175  562.077  575.993
    0.755  470.085  506.790  555.815  561.651  575.404
    0.793  470.088  500.058  539.441  544.204  555.104
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    48.60   86.496  470.000  470.090  510.856  581.496
 
 ==================================================================
 
 
         TEMPERATURES IN HOT CHANNEL         
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  478.297  500.196  505.981  512.567
    0.076  470.007  507.065  584.706  604.351  629.402
    0.113  470.016  511.028  586.091  605.073  629.311
    0.151  470.024  515.828  591.993  611.202  635.904
    0.189  470.033  521.176  600.124  619.959  645.719
    0.227  470.042  526.471  608.442  628.959  655.872
    0.264  470.052  531.423  616.108  637.231  665.191
    0.302  470.061  536.015  623.062  644.706  673.591
    0.340  470.071  539.958  628.646  650.644  680.191
    0.378  470.082  543.175  632.731  654.904  684.827
    0.415  470.092  545.875  635.823  658.063  688.182
    0.453  470.102  547.497  636.732  658.788  688.685
    0.491  470.112  548.426  636.343  658.077  687.522
    0.529  470.122  548.567  634.482  655.739  684.473
    0.566  470.132  547.785  630.900  651.498  679.220
    0.604  470.141  546.247  625.973  645.775  672.269
    0.642  470.150  544.401  620.626  639.605  664.835
    0.680  470.158  542.192  614.746  632.860  656.768
    0.717  470.166  540.352  609.782  627.155  649.949
    0.755  470.174  540.753  609.388  626.565  649.090
    0.793  470.181  527.809  582.945  596.915  614.648
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    48.60   69.197  470.000  470.184  548.567  658.788
 
 ==================================================================
 
 
       TEMPERATURES IN AVERAGE CHANNEL       
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  474.324  489.998  491.989  496.149
    0.076  470.003  489.316  544.888  551.568  567.037
    0.113  470.008  491.381  545.107  551.565  566.520
    0.151  470.012  493.882  548.398  554.930  570.144
    0.189  470.016  496.668  553.176  559.916  575.746
    0.227  470.021  499.428  558.099  565.065  581.566
    0.264  470.025  502.008  562.622  569.788  586.897
    0.302  470.030  504.401  566.705  574.043  591.685
    0.340  470.035  506.455  569.934  577.388  595.407
    0.378  470.040  508.131  572.231  579.742  597.970
    0.415  470.045  509.538  573.919  581.451  599.782
    0.453  470.050  510.383  574.254  581.724  599.913
    0.491  470.055  510.867  573.794  581.157  599.070
    0.529  470.060  510.940  572.434  579.639  597.125
    0.566  470.064  510.532  570.022  577.009  593.891
    0.604  470.069  509.731  566.794  573.517  589.668
    0.642  470.073  508.768  563.327  569.775  585.174
    0.680  470.077  507.617  559.548  565.708  580.320
    0.717  470.081  506.658  556.353  562.265  576.212
    0.755  470.085  506.866  555.992  561.839  575.621
    0.793  470.088  500.120  539.584  544.356  555.280
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    48.70   86.496  470.000  470.090  510.940  581.724
 
 ==================================================================
 
 
         TEMPERATURES IN HOT CHANNEL         
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  478.314  500.259  506.055  512.655
    0.076  470.007  507.142  584.942  604.626  629.733
    0.113  470.016  511.113  586.330  605.349  629.641
    0.151  470.024  515.922  592.244  611.490  636.248
    0.189  470.033  521.281  600.391  620.265  646.084
    0.227  470.042  526.587  608.727  629.283  656.257
    0.264  470.052  531.549  616.409  637.572  665.596
    0.302  470.062  536.151  623.377  645.062  674.014
    0.340  470.072  540.102  628.972  651.012  680.628
    0.378  470.082  543.326  633.066  655.281  685.273
    0.415  470.092  546.031  636.164  658.447  688.635
    0.453  470.102  547.657  637.075  659.173  689.140
    0.491  470.112  548.587  636.685  658.461  687.973
    0.529  470.122  548.728  634.820  656.118  684.918
    0.566  470.132  547.945  631.231  651.869  679.654
    0.604  470.141  546.404  626.293  646.133  672.688
    0.642  470.150  544.554  620.936  639.951  665.239
    0.680  470.158  542.341  615.044  633.192  657.155
    0.717  470.167  540.497  610.070  627.476  650.322
    0.755  470.174  540.898  609.674  626.885  649.461
    0.793  470.181  527.927  583.177  597.175  614.948
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    48.70   69.197  470.000  470.185  548.728  659.173
 
 ==================================================================
 
 
       TEMPERATURES IN AVERAGE CHANNEL       
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  474.333  490.039  492.034  496.203
    0.076  470.003  489.356  545.042  551.735  567.237
    0.113  470.008  491.425  545.261  551.732  566.719
    0.151  470.012  493.931  548.559  555.103  570.351
    0.189  470.016  496.723  553.347  560.100  575.965
    0.227  470.021  499.488  558.280  565.259  581.797
    0.264  470.025  502.074  562.812  569.992  587.138
    0.302  470.030  504.471  566.904  574.255  591.936
    0.340  470.035  506.530  570.139  577.607  595.666
    0.378  470.040  508.210  572.441  579.966  598.234
    0.415  470.045  509.619  574.132  581.678  600.050
    0.453  470.050  510.466  574.468  581.952  600.182
    0.491  470.055  510.951  574.007  581.384  599.337
    0.529  470.060  511.024  572.644  579.863  597.387
    0.566  470.064  510.616  570.228  577.227  594.147
    0.604  470.069  509.812  566.993  573.728  589.915
    0.642  470.073  508.848  563.518  569.979  585.412
    0.680  470.077  507.694  559.732  565.903  580.548
    0.717  470.081  506.733  556.530  562.454  576.431
    0.755  470.085  506.942  556.168  562.027  575.839
    0.793  470.089  500.182  539.727  544.508  555.456
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    48.80   86.496  470.000  470.090  511.024  581.952
 
 ==================================================================
 
 
         TEMPERATURES IN HOT CHANNEL         
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  478.332  500.321  506.129  512.743
    0.076  470.007  507.218  585.178  604.900  630.063
    0.113  470.016  511.197  586.569  605.624  629.972
    0.151  470.024  516.016  592.495  611.778  636.591
    0.189  470.033  521.386  600.659  620.571  646.448
    0.227  470.042  526.703  609.012  629.608  656.643
    0.264  470.052  531.675  616.710  637.914  666.001
    0.302  470.062  536.286  623.692  645.419  674.436
    0.340  470.072  540.246  629.299  651.381  681.064
    0.378  470.082  543.476  633.400  655.658  685.719
    0.415  470.092  546.187  636.505  658.830  689.088
    0.453  470.102  547.816  637.418  659.559  689.594
    0.491  470.112  548.749  637.027  658.844  688.425
    0.529  470.122  548.890  635.159  656.497  685.363
    0.566  470.132  548.105  631.562  652.239  680.089
    0.604  470.141  546.561  626.614  646.492  673.108
    0.642  470.150  544.707  621.246  640.298  665.643
    0.680  470.159  542.489  615.342  633.525  657.543
    0.717  470.167  540.642  610.358  627.797  650.694
    0.755  470.175  541.044  609.961  627.205  649.832
    0.793  470.182  528.046  583.410  597.435  615.247
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    48.80   69.197  470.000  470.185  548.890  659.559
 
 ==================================================================
 
 
       TEMPERATURES IN AVERAGE CHANNEL       
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  474.342  490.081  492.079  496.257
    0.076  470.003  489.395  545.195  551.901  567.437
    0.113  470.008  491.469  545.416  551.898  566.918
    0.151  470.012  493.980  548.719  555.277  570.557
    0.189  470.016  496.778  553.517  560.283  576.183
    0.227  470.021  499.548  558.461  565.453  582.027
    0.264  470.025  502.139  563.003  570.196  587.380
    0.302  470.030  504.542  567.102  574.468  592.187
    0.340  470.035  506.605  570.345  577.826  595.925
    0.378  470.040  508.288  572.651  580.190  598.499
    0.415  470.045  509.701  574.345  581.906  600.318
    0.453  470.050  510.549  574.682  582.180  600.450
    0.491  470.055  511.035  574.220  581.611  599.603
    0.529  470.060  511.108  572.855  580.087  597.650
    0.566  470.064  510.699  570.433  577.446  594.403
    0.604  470.069  509.894  567.192  573.939  590.162
    0.642  470.073  508.927  563.710  570.183  585.649
    0.680  470.078  507.771  559.915  566.099  580.775
    0.717  470.081  506.808  556.707  562.642  576.650
    0.755  470.085  507.017  556.345  562.214  576.057
    0.793  470.089  500.244  539.870  544.660  555.631
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    48.90   86.496  470.000  470.090  511.108  582.180
 
 ==================================================================
 
 
         TEMPERATURES IN HOT CHANNEL         
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  478.349  500.383  506.202  512.831
    0.076  470.007  507.294  585.414  605.174  630.394
    0.113  470.016  511.281  586.807  605.900  630.302
    0.151  470.024  516.110  592.746  612.066  636.935
    0.189  470.033  521.492  600.927  620.877  646.812
    0.227  470.042  526.819  609.297  629.932  657.028
    0.264  470.052  531.802  617.010  638.255  666.407
    0.302  470.062  536.422  624.007  645.775  674.859
    0.340  470.072  540.390  629.625  651.749  681.500
    0.378  470.082  543.627  633.735  656.035  686.165
    0.415  470.092  546.343  636.846  659.214  689.541
    0.453  470.103  547.976  637.762  659.944  690.048
    0.491  470.113  548.910  637.369  659.228  688.877
    0.529  470.123  549.052  635.497  656.876  685.808
    0.566  470.132  548.265  631.893  652.609  680.523
    0.604  470.142  546.718  626.935  646.851  673.527
    0.642  470.151  544.860  621.556  640.644  666.047
    0.680  470.159  542.638  615.640  633.857  657.930
    0.717  470.167  540.787  610.645  628.118  651.067
    0.755  470.175  541.190  610.248  627.525  650.203
    0.793  470.182  528.165  583.642  597.694  615.546
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    48.90   69.197  470.000  470.185  549.052  659.944
 
 ==================================================================
 
 
       TEMPERATURES IN AVERAGE CHANNEL       
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  474.351  490.122  492.124  496.311
    0.076  470.003  489.435  545.349  552.068  567.638
    0.113  470.008  491.512  545.570  552.065  567.118
    0.151  470.012  494.029  548.880  555.450  570.764
    0.189  470.016  496.833  553.688  560.467  576.401
    0.227  470.021  499.609  558.642  565.647  582.257
    0.264  470.025  502.205  563.193  570.399  587.621
    0.302  470.030  504.613  567.301  574.680  592.439
    0.340  470.035  506.680  570.550  578.045  596.184
    0.378  470.040  508.366  572.861  580.414  598.763
    0.415  470.045  509.782  574.559  582.133  600.586
    0.453  470.050  510.632  574.896  582.408  600.719
    0.491  470.055  511.119  574.433  581.838  599.870
    0.529  470.060  511.192  573.065  580.311  597.912
    0.566  470.065  510.782  570.638  577.664  594.658
    0.604  470.069  509.975  567.391  574.150  590.409
    0.642  470.074  509.007  563.902  570.386  585.887
    0.680  470.078  507.849  560.099  566.294  581.003
    0.717  470.082  506.883  556.884  562.831  576.869
    0.755  470.085  507.093  556.522  562.402  576.275
    0.793  470.089  500.306  540.013  544.812  555.807
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    49.00   86.496  470.000  470.090  511.192  582.408
 
 ==================================================================
 
 
         TEMPERATURES IN HOT CHANNEL         
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  478.366  500.445  506.276  512.918
    0.076  470.007  507.370  585.650  605.448  630.724
    0.113  470.016  511.366  587.046  606.176  630.632
    0.151  470.024  516.205  592.997  612.355  637.279
    0.189  470.033  521.597  601.195  621.183  647.177
    0.227  470.043  526.936  609.582  630.257  657.414
    0.264  470.052  531.928  617.311  638.596  666.812
    0.302  470.062  536.558  624.322  646.132  675.282
    0.340  470.072  540.534  629.952  652.118  681.937
    0.378  470.082  543.777  634.070  656.413  686.611
    0.415  470.093  546.499  637.187  659.597  689.994
    0.453  470.103  548.135  638.105  660.329  690.502
    0.491  470.113  549.071  637.712  659.612  689.328
    0.529  470.123  549.213  635.836  657.255  686.253
    0.566  470.133  548.425  632.224  652.980  680.957
    0.604  470.142  546.875  627.256  647.210  673.947
    0.642  470.151  545.013  621.866  640.990  666.451
    0.680  470.159  542.786  615.938  634.190  658.317
    0.717  470.168  540.931  610.933  628.439  651.440
    0.755  470.175  541.335  610.535  627.844  650.574
    0.793  470.183  528.284  583.874  597.954  615.846
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    49.00   69.197  470.000  470.186  549.213  660.329
 
 ==================================================================
 
 
       TEMPERATURES IN AVERAGE CHANNEL       
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  474.360  490.163  492.169  496.364
    0.076  470.003  489.474  545.503  552.234  567.838
    0.113  470.008  491.556  545.724  552.231  567.317
    0.151  470.012  494.078  549.041  555.624  570.971
    0.189  470.016  496.887  553.859  560.650  576.619
    0.227  470.021  499.669  558.823  565.841  582.488
    0.264  470.025  502.271  563.383  570.603  587.862
    0.302  470.030  504.683  567.499  574.892  592.690
    0.340  470.035  506.755  570.755  578.264  596.444
    0.378  470.040  508.445  573.071  580.638  599.028
    0.415  470.045  509.863  574.772  582.360  600.854
    0.453  470.050  510.715  575.110  582.636  600.987
    0.491  470.055  511.203  574.646  582.064  600.137
    0.529  470.060  511.276  573.275  580.534  598.175
    0.566  470.065  510.865  570.844  577.882  594.914
    0.604  470.069  510.057  567.589  574.362  590.656
    0.642  470.074  509.086  564.093  570.590  586.125
    0.680  470.078  507.926  560.283  566.489  581.230
    0.717  470.082  506.959  557.062  563.019  577.088
    0.755  470.086  507.169  556.698  562.589  576.493
    0.793  470.089  500.368  540.156  544.964  555.983
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    49.10   86.496  470.000  470.091  511.276  582.636
 
 ==================================================================
 
 
         TEMPERATURES IN HOT CHANNEL         
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  478.383  500.507  506.350  513.006
    0.076  470.007  507.447  585.886  605.722  631.055
    0.113  470.016  511.450  587.285  606.452  630.962
    0.151  470.024  516.299  593.248  612.643  637.623
    0.189  470.033  521.702  601.462  621.489  647.541
    0.227  470.043  527.052  609.867  630.581  657.799
    0.264  470.052  532.054  617.612  638.937  667.217
    0.302  470.062  536.694  624.636  646.488  675.704
    0.340  470.072  540.678  630.278  652.486  682.373
    0.378  470.082  543.928  634.405  656.790  687.057
    0.415  470.093  546.656  637.529  659.981  690.447
    0.453  470.103  548.295  638.448  660.714  690.956
    0.491  470.113  549.233  638.054  659.995  689.780
    0.529  470.123  549.375  636.174  657.634  686.699
    0.566  470.133  548.585  632.555  653.350  681.391
    0.604  470.142  547.032  627.577  647.569  674.367
    0.642  470.151  545.166  622.176  641.336  666.855
    0.680  470.160  542.935  616.235  634.523  658.704
    0.717  470.168  541.076  611.220  628.760  651.813
    0.755  470.176  541.481  610.822  628.164  650.945
    0.793  470.183  528.403  584.107  598.213  616.145
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    49.10   69.197  470.000  470.186  549.375  660.714
 
 ==================================================================
 
 
       TEMPERATURES IN AVERAGE CHANNEL       
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  474.368  490.204  492.214  496.418
    0.076  470.003  489.514  545.657  552.401  568.038
    0.113  470.008  491.600  545.878  552.398  567.516
    0.151  470.012  494.127  549.202  555.797  571.177
    0.189  470.016  496.942  554.030  560.834  576.838
    0.227  470.021  499.730  559.004  566.035  582.718
    0.264  470.025  502.336  563.573  570.806  588.104
    0.302  470.030  504.754  567.698  575.104  592.941
    0.340  470.035  506.830  570.960  578.483  596.703
    0.378  470.040  508.523  573.281  580.862  599.292
    0.415  470.045  509.944  574.986  582.588  601.122
    0.453  470.050  510.798  575.324  582.864  601.255
    0.491  470.055  511.286  574.859  582.291  600.403
    0.529  470.060  511.360  573.486  580.758  598.437
    0.566  470.065  510.948  571.049  578.101  595.170
    0.604  470.069  510.138  567.788  574.573  590.903
    0.642  470.074  509.166  564.285  570.794  586.363
    0.680  470.078  508.003  560.467  566.685  581.458
    0.717  470.082  507.034  557.239  563.208  577.307
    0.755  470.086  507.245  556.875  562.777  576.711
    0.793  470.089  500.429  540.299  545.116  556.159
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    49.20   86.496  470.000  470.091  511.360  582.864
 
 ==================================================================
 
 
         TEMPERATURES IN HOT CHANNEL         
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  478.400  500.569  506.424  513.094
    0.076  470.007  507.523  586.122  605.997  631.385
    0.113  470.016  511.535  587.524  606.727  631.292
    0.151  470.024  516.393  593.499  612.931  637.967
    0.189  470.033  521.807  601.730  621.795  647.906
    0.227  470.043  527.168  610.151  630.905  658.185
    0.264  470.052  532.181  617.912  639.278  667.622
    0.302  470.062  536.830  624.951  646.844  676.127
    0.340  470.072  540.822  630.605  652.854  682.810
    0.378  470.083  544.078  634.740  657.167  687.504
    0.415  470.093  546.812  637.870  660.364  690.900
    0.453  470.103  548.454  638.791  661.099  691.410
    0.491  470.113  549.394  638.396  660.379  690.232
    0.529  470.123  549.537  636.512  658.013  687.144
    0.566  470.133  548.745  632.886  653.720  681.826
    0.604  470.143  547.189  627.898  647.927  674.786
    0.642  470.152  545.319  622.486  641.683  667.259
    0.680  470.160  543.084  616.533  634.855  659.091
    0.717  470.168  541.221  611.508  629.082  652.186
    0.755  470.176  541.626  611.108  628.484  651.316
    0.793  470.183  528.522  584.339  598.473  616.444
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    49.20   69.197  470.000  470.186  549.537  661.099
 
 ==================================================================
 
 
       TEMPERATURES IN AVERAGE CHANNEL       
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  474.377  490.245  492.259  496.472
    0.076  470.003  489.554  545.810  552.567  568.238
    0.113  470.008  491.644  546.033  552.564  567.715
    0.151  470.012  494.176  549.363  555.970  571.384
    0.189  470.016  496.997  554.201  561.017  577.056
    0.227  470.021  499.790  559.185  566.229  582.948
    0.264  470.026  502.402  563.763  571.010  588.345
    0.302  470.030  504.824  567.896  575.317  593.193
    0.340  470.035  506.905  571.165  578.702  596.962
    0.378  470.040  508.601  573.491  581.086  599.556
    0.415  470.045  510.025  575.199  582.815  601.390
    0.453  470.050  510.881  575.538  583.092  601.524
    0.491  470.055  511.370  575.073  582.518  600.670
    0.529  470.060  511.444  573.696  580.982  598.700
    0.566  470.065  511.032  571.255  578.319  595.426
    0.604  470.070  510.220  567.987  574.784  591.150
    0.642  470.074  509.246  564.477  570.997  586.600
    0.680  470.078  508.080  560.651  566.880  581.686
    0.717  470.082  507.109  557.416  563.396  577.527
    0.755  470.086  507.320  557.051  562.965  576.929
    0.793  470.089  500.491  540.441  545.268  556.334
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    49.30   86.496  470.000  470.091  511.444  583.092
 
 ==================================================================
 
 
         TEMPERATURES IN HOT CHANNEL         
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  478.417  500.631  506.498  513.182
    0.076  470.007  507.599  586.358  606.271  631.716
    0.113  470.016  511.619  587.763  607.003  631.623
    0.151  470.025  516.488  593.750  613.219  638.311
    0.189  470.033  521.913  601.998  622.101  648.270
    0.227  470.043  527.284  610.436  631.230  658.571
    0.264  470.052  532.307  618.213  639.619  668.027
    0.302  470.062  536.966  625.266  647.201  676.550
    0.340  470.072  540.966  630.931  653.223  683.246
    0.378  470.083  544.229  635.075  657.544  687.950
    0.415  470.093  546.968  638.211  660.748  691.353
    0.453  470.103  548.614  639.134  661.484  691.864
    0.491  470.114  549.555  638.738  660.763  690.683
    0.529  470.124  549.698  636.851  658.392  687.589
    0.566  470.133  548.906  633.218  654.091  682.260
    0.604  470.143  547.345  628.219  648.286  675.206
    0.642  470.152  545.472  622.796  642.029  667.663
    0.680  470.160  543.232  616.831  635.188  659.479
    0.717  470.169  541.366  611.796  629.403  652.559
    0.755  470.177  541.772  611.395  628.804  651.687
    0.793  470.184  528.641  584.572  598.732  616.744
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    49.30   69.197  470.000  470.187  549.698  661.484
 
 ==================================================================
 
 
       TEMPERATURES IN AVERAGE CHANNEL       
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  474.386  490.286  492.304  496.526
    0.076  470.003  489.593  545.964  552.734  568.439
    0.113  470.008  491.688  546.187  552.731  567.914
    0.151  470.012  494.225  549.524  556.144  571.591
    0.189  470.016  497.052  554.371  561.201  577.274
    0.227  470.021  499.851  559.365  566.423  583.179
    0.264  470.026  502.468  563.953  571.214  588.586
    0.302  470.030  504.895  568.095  575.529  593.444
    0.340  470.035  506.979  571.371  578.921  597.221
    0.378  470.040  508.680  573.701  581.309  599.821
    0.415  470.045  510.106  575.412  583.042  601.658
    0.453  470.050  510.964  575.752  583.319  601.792
    0.491  470.055  511.454  575.286  582.745  600.937
    0.529  470.060  511.528  573.906  581.205  598.963
    0.566  470.065  511.115  571.460  578.537  595.682
    0.604  470.070  510.302  568.186  574.996  591.397
    0.642  470.074  509.325  564.668  571.201  586.838
    0.680  470.078  508.157  560.835  567.076  581.913
    0.717  470.082  507.185  557.594  563.584  577.746
    0.755  470.086  507.396  557.228  563.152  577.147
    0.793  470.090  500.553  540.584  545.420  556.510
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    49.40   86.496  470.000  470.091  511.528  583.319
 
 ==================================================================
 
 
         TEMPERATURES IN HOT CHANNEL         
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  478.434  500.693  506.572  513.269
    0.076  470.007  507.675  586.594  606.545  632.046
    0.113  470.016  511.704  588.002  607.279  631.953
    0.151  470.025  516.582  594.001  613.507  638.655
    0.189  470.034  522.018  602.265  622.407  648.635
    0.227  470.043  527.400  610.721  631.554  658.956
    0.264  470.052  532.434  618.513  639.960  668.432
    0.302  470.062  537.101  625.581  647.557  676.972
    0.340  470.073  541.110  631.257  653.591  683.683
    0.378  470.083  544.380  635.409  657.921  688.396
    0.415  470.093  547.124  638.552  661.131  691.807
    0.453  470.104  548.773  639.477  661.869  692.319
    0.491  470.114  549.717  639.081  661.146  691.135
    0.529  470.124  549.860  637.189  658.771  688.035
    0.566  470.134  549.066  633.549  654.461  682.694
    0.604  470.143  547.502  628.540  648.645  675.626
    0.642  470.152  545.625  623.106  642.375  668.067
    0.680  470.161  543.381  617.129  635.520  659.866
    0.717  470.169  541.510  612.083  629.724  652.932
    0.755  470.177  541.917  611.682  629.124  652.059
    0.793  470.184  528.760  584.804  598.992  617.043
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    49.40   69.197  470.000  470.187  549.860  661.869
 
 ==================================================================
 
 
       TEMPERATURES IN AVERAGE CHANNEL       
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  474.395  490.327  492.349  496.579
    0.076  470.003  489.633  546.118  552.900  568.639
    0.113  470.008  491.732  546.341  552.897  568.113
    0.151  470.012  494.274  549.685  556.317  571.797
    0.189  470.016  497.106  554.542  561.384  577.493
    0.227  470.021  499.911  559.546  566.617  583.409
    0.264  470.026  502.534  564.144  571.417  588.828
    0.302  470.030  504.966  568.294  575.741  593.695
    0.340  470.035  507.054  571.576  579.140  597.480
    0.378  470.040  508.758  573.911  581.533  600.085
    0.415  470.046  510.188  575.626  583.269  601.927
    0.453  470.051  511.047  575.966  583.547  602.060
    0.491  470.056  511.538  575.499  582.971  601.203
    0.529  470.060  511.612  574.117  581.429  599.225
    0.566  470.065  511.198  571.665  578.756  595.938
    0.604  470.070  510.383  568.384  575.207  591.644
    0.642  470.074  509.405  564.860  571.405  587.076
    0.680  470.078  508.235  561.019  567.271  582.141
    0.717  470.082  507.260  557.771  563.773  577.965
    0.755  470.086  507.472  557.404  563.340  577.364
    0.793  470.090  500.615  540.727  545.572  556.686
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    49.50   86.496  470.000  470.091  511.612  583.547
 
 ==================================================================
 
 
         TEMPERATURES IN HOT CHANNEL         
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  478.451  500.756  506.645  513.357
    0.076  470.007  507.752  586.830  606.819  632.377
    0.113  470.016  511.788  588.241  607.554  632.283
    0.151  470.025  516.676  594.252  613.796  638.999
    0.189  470.034  522.123  602.533  622.713  648.999
    0.227  470.043  527.517  611.006  631.878  659.342
    0.264  470.053  532.560  618.814  640.302  668.837
    0.302  470.063  537.237  625.896  647.913  677.395
    0.340  470.073  541.254  631.584  653.960  684.119
    0.378  470.083  544.530  635.744  658.298  688.842
    0.415  470.093  547.280  638.893  661.515  692.260
    0.453  470.104  548.932  639.820  662.254  692.773
    0.491  470.114  549.878  639.423  661.530  691.587
    0.529  470.124  550.022  637.528  659.150  688.480
